trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104,0.5028569422743104
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729,0.3239309664944729
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525,0.5471233137259525
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954,0.5560885323976954
14.0,0.0,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916,0.44819218571406916
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086,0.589048052759086
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584,0.7393238859198584
